customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points,month,year,DayOfWeek,profit
4824,GreenGrocer Plaza,2025-07-24,Beverages,Yogurt,5.0,4.46,22.3,2.19,20.11,348,7,2025,Thursday,17.919999999999998
5334,FreshMart Downtown,2025-04-09,Meat & Seafood,Eggs,2.0,10.93,21.86,4.37,17.49,291,4,2025,Wednesday,13.119999999999997
4241,MegaMart Westside,2024-07-02,Meat & Seafood,Bread,4.0,10.64,42.56,0.0,42.56,90,7,2024,Tuesday,42.56
2880,FreshMart Downtown,2024-10-02,Produce,Salmon,3.0,7.06,21.18,4.06,17.12,396,10,2024,Wednesday,13.060000000000002
4683,City Fresh Store,2024-12-22,Dairy,Eggs,5.0,13.57,67.85,6.79,61.06,219,12,2024,Sunday,54.27
3441,City Fresh Store,2025-07-12,Snacks & Candy,Bananas,1.0,16.47,16.47,4.57,11.9,374,7,2025,Saturday,7.33
5352,ValuePlus Market,2025-05-10,Bakery,Bananas,1.0,19.16,19.16,0.0,19.16,127,5,2025,Saturday,19.16
3330,MegaMart Westside,2023-10-01,Frozen Foods,Eggs,1.0,12.11,12.11,2.42,9.69,301,10,2023,Sunday,7.27
1977,GreenGrocer Plaza,2023-12-13,Produce,Rice,3.0,14.21,42.63,4.26,38.37,266,12,2023,Wednesday,34.11
6039,SuperSave Central,2024-11-11,Canned Goods,Potatoes,3.0,22.74,68.22,1.91,66.31,84,11,2024,Monday,64.4
5728,SuperSave Central,2024-07-13,Bakery,Bananas,5.0,15.62,78.1,0.0,78.1,63,7,2024,Saturday,78.1
3037,FreshMart Downtown,2024-08-05,Snacks & Candy,Pasta,5.0,19.06,95.3,0.0,95.3,304,8,2024,Monday,95.3
5982,GreenGrocer Plaza,2025-01-31,Health & Wellness,Bananas,1.0,20.99,20.99,2.1,18.89,213,1,2025,Friday,16.79
7594,GreenGrocer Plaza,2024-03-05,Personal Care,Pasta,4.0,21.34,85.36,12.8,72.56,105,3,2024,Tuesday,59.760000000000005
9199,Corner Grocery,2024-09-29,Health & Wellness,Chicken Breast,5.0,8.82,44.1,4.41,39.69,310,9,2024,Sunday,35.28
9090,GreenGrocer Plaza,2024-07-12,Personal Care,Chicken Breast,3.0,4.3,12.9,2.58,10.32,54,7,2024,Friday,7.74
2317,FamilyFood Express,2024-11-13,Frozen Foods,Carrots,2.0,11.37,22.74,4.55,18.19,209,11,2024,Wednesday,13.64
1653,FreshMart Downtown,2025-06-27,Personal Care,Potatoes,2.0,20.95,41.9,8.38,33.52,246,6,2025,Friday,25.14
8078,FreshMart Downtown,2025-02-27,Produce,Bread,1.0,25.21,25.21,5.04,20.17,342,2,2025,Thursday,15.130000000000003
6280,GreenGrocer Plaza,2024-11-17,Personal Care,Bread,1.0,27.23,27.23,2.72,24.51,329,11,2024,Sunday,21.790000000000003
5102,QuickStop Market,2023-08-27,Frozen Foods,Salmon,1.0,3.88,3.88,0.58,3.3,89,8,2023,Sunday,2.7199999999999998
2496,MegaMart Westside,2024-01-31,Health & Wellness,Cereal,4.0,22.41,89.64,4.41,85.23,48,1,2024,Wednesday,80.82000000000001
1339,SuperSave Central,2025-03-23,Canned Goods,Orange Juice,4.0,28.69,114.76,17.21,97.55,137,3,2025,Sunday,80.34
5415,MegaMart Westside,2024-10-27,Meat & Seafood,Chicken Breast,4.0,12.6,50.4,5.04,45.36,233,10,2024,Sunday,40.32
1659,City Fresh Store,2025-03-21,Snacks & Candy,Apples,1.0,4.83,4.83,0.97,3.86,371,3,2025,Friday,2.8899999999999997
3870,GreenGrocer Plaza,2024-08-06,Snacks & Candy,Potatoes,5.0,20.66,103.3,15.49,87.81,92,8,2024,Tuesday,72.32000000000001
9502,FreshMart Downtown,2024-12-25,Health & Wellness,Eggs,4.0,27.68,110.72,11.07,99.65,57,12,2024,Wednesday,88.58000000000001
8245,FreshMart Downtown,2025-07-18,Dairy,Pasta,3.0,1.35,4.05,0.0,4.05,444,7,2025,Friday,4.05
5557,MegaMart Westside,2023-12-25,Personal Care,Carrots,5.0,3.75,18.75,1.88,16.87,338,12,2023,Monday,14.990000000000002
8141,MegaMart Westside,2024-12-12,Health & Wellness,Tomatoes,2.0,25.32,50.64,3.57,47.07,285,12,2024,Thursday,43.5
9056,SuperSave Central,2023-10-16,Personal Care,Potatoes,4.0,26.2,104.8,15.72,89.08,38,10,2023,Monday,73.36
8700,FamilyFood Express,2024-05-03,Canned Goods,Pasta,1.0,15.69,15.69,1.57,14.12,281,5,2024,Friday,12.549999999999999
7690,FamilyFood Express,2024-04-21,Dairy,Salmon,4.0,24.23,96.92,9.69,87.23,229,4,2024,Sunday,77.54
6260,City Fresh Store,2025-01-08,Canned Goods,Chicken Breast,4.0,22.6,90.4,9.04,81.36,9,1,2025,Wednesday,72.32
2713,Corner Grocery,2025-06-03,Produce,Onions,5.0,0.99,4.95,3.25,1.7,46,6,2025,Tuesday,-1.55
3634,City Fresh Store,2024-04-19,Canned Goods,Orange Juice,1.0,24.67,24.67,3.7,20.97,432,4,2024,Friday,17.27
7744,ValuePlus Market,2025-01-26,Household Items,Potatoes,3.0,21.75,65.25,0.0,65.25,58,1,2025,Sunday,65.25
9117,FamilyFood Express,2024-03-17,Produce,Cereal,3.0,25.06,75.18,3.09,72.09,493,3,2024,Sunday,69.0
7561,GreenGrocer Plaza,2025-04-29,Produce,Apples,4.0,5.06,20.24,2.02,18.22,367,4,2025,Tuesday,16.2
1601,FamilyFood Express,2024-07-25,Bakery,Chicken Breast,4.0,7.24,28.96,0.0,28.96,422,7,2024,Thursday,28.96
2442,MegaMart Westside,2024-04-07,Dairy,Cheese,1.0,27.86,27.86,2.79,25.07,428,4,2024,Sunday,22.28
5135,City Fresh Store,2024-04-14,Health & Wellness,Carrots,2.0,28.94,57.88,4.74,53.14,2,4,2024,Sunday,48.4
2899,City Fresh Store,2025-03-29,Personal Care,Apples,5.0,6.03,30.15,2.55,27.6,417,3,2025,Saturday,25.05
7622,MegaMart Westside,2025-06-08,Personal Care,Tomatoes,4.0,29.4,117.6,17.64,99.96,468,6,2025,Sunday,82.32
9431,Corner Grocery,2025-05-08,Canned Goods,Rice,4.0,24.33,97.32,3.8,93.52,70,5,2025,Thursday,89.72
1018,ValuePlus Market,2024-12-29,Frozen Foods,Onions,3.0,21.63,64.89,12.98,51.91,478,12,2024,Sunday,38.92999999999999
9889,FamilyFood Express,2024-07-30,Household Items,Rice,3.0,27.7,83.1,3.17,79.93,67,7,2024,Tuesday,76.76
7770,MegaMart Westside,2023-09-18,Dairy,Orange Juice,5.0,14.92,74.6,0.0,74.6,292,9,2023,Monday,74.6
4073,ValuePlus Market,2024-09-12,Frozen Foods,Cheese,1.0,16.15,16.15,3.23,12.92,12,9,2024,Thursday,9.69
6927,FreshMart Downtown,2024-12-02,Health & Wellness,Milk,2.0,8.73,17.46,2.62,14.84,402,12,2024,Monday,12.219999999999999
9167,QuickStop Market,2024-12-04,Meat & Seafood,Milk,3.0,6.91,20.73,3.11,17.62,277,12,2024,Wednesday,14.510000000000002
8242,City Fresh Store,2025-03-19,Dairy,Onions,2.0,22.52,45.04,9.01,36.03,287,3,2025,Wednesday,27.020000000000003
1845,ValuePlus Market,2024-01-12,Frozen Foods,Milk,4.0,12.23,48.92,1.22,47.7,489,1,2024,Friday,46.480000000000004
5375,QuickStop Market,2024-10-06,Bakery,Salmon,2.0,27.42,54.84,3.19,51.65,360,10,2024,Sunday,48.46
3146,FamilyFood Express,2025-07-27,Bakery,Rice,4.0,6.14,24.56,4.91,19.65,349,7,2025,Sunday,14.739999999999998
5719,SuperSave Central,2024-07-12,Personal Care,Chicken Breast,4.0,2.17,8.68,1.74,6.94,142,7,2024,Friday,5.2
8941,SuperSave Central,2023-11-09,Household Items,Pasta,1.0,10.58,10.58,1.61,8.97,363,11,2023,Thursday,7.36
1472,,2024-12-08,Household Items,Milk,5.0,25.44,127.2,3.2,124.0,154,12,2024,Sunday,120.8
4920,GreenGrocer Plaza,2025-02-08,Canned Goods,Carrots,2.0,28.74,57.48,1.64,55.84,266,2,2025,Saturday,54.2
3594,ValuePlus Market,2024-04-04,Personal Care,Tomatoes,1.0,11.12,11.12,0.0,11.12,452,4,2024,Thursday,11.12
1224,MegaMart Westside,2024-10-08,Canned Goods,Orange Juice,3.0,7.32,21.96,4.29,17.67,385,10,2024,Tuesday,13.380000000000003
7684,FreshMart Downtown,2023-10-18,Dairy,Orange Juice,4.0,7.96,31.84,3.73,28.11,328,10,2023,Wednesday,24.38
4681,MegaMart Westside,2025-05-21,Snacks & Candy,Chicken Breast,4.0,8.43,33.72,4.65,29.07,370,5,2025,Wednesday,24.42
2858,MegaMart Westside,2024-07-30,Personal Care,Carrots,4.0,15.11,60.44,9.07,51.37,151,7,2024,Tuesday,42.3
2924,ValuePlus Market,2024-12-22,Dairy,Chicken Breast,2.0,29.17,58.34,0.0,58.34,395,12,2024,Sunday,58.34
3522,GreenGrocer Plaza,2024-08-28,Bakery,Yogurt,4.0,25.22,100.88,0.0,100.88,105,8,2024,Wednesday,100.88
5781,GreenGrocer Plaza,2024-09-05,Health & Wellness,Eggs,1.0,14.31,14.31,1.29,13.02,169,9,2024,Thursday,11.73
5479,SuperSave Central,2024-06-24,Frozen Foods,Onions,1.0,17.66,17.66,1.77,15.89,116,6,2024,Monday,14.120000000000001
8905,Corner Grocery,2024-08-07,Beverages,Tomatoes,4.0,10.17,40.68,1.02,39.66,199,8,2024,Wednesday,38.63999999999999
4993,GreenGrocer Plaza,2024-07-26,Household Items,Milk,1.0,11.36,11.36,1.7,9.66,257,7,2024,Friday,7.96
3369,QuickStop Market,2024-05-30,Household Items,Bread,3.0,23.18,69.54,6.95,62.59,224,5,2024,Thursday,55.64
4122,FreshMart Downtown,2025-07-23,Beverages,Apples,5.0,7.37,36.85,2.18,34.67,382,7,2025,Wednesday,32.49
9327,SuperSave Central,2025-03-08,Frozen Foods,Orange Juice,1.0,17.04,17.04,1.17,15.87,284,3,2025,Saturday,14.7
3236,Corner Grocery,2025-06-08,Personal Care,Onions,1.0,9.83,9.83,1.97,7.86,383,6,2025,Sunday,5.890000000000001
2143,Corner Grocery,2024-03-08,Health & Wellness,Carrots,2.0,5.66,11.32,2.26,9.06,113,3,2024,Friday,6.800000000000001
7798,GreenGrocer Plaza,2024-04-26,Meat & Seafood,Milk,5.0,14.37,71.85,10.78,61.07,281,4,2024,Friday,50.29
9318,GreenGrocer Plaza,2024-03-01,Frozen Foods,Chicken Breast,2.0,22.03,44.06,6.61,37.45,249,3,2024,Friday,30.840000000000003
1042,SuperSave Central,2024-03-13,Health & Wellness,Ground Beef,1.0,9.26,9.26,1.39,7.87,35,3,2024,Wednesday,6.48
5891,City Fresh Store,2025-05-18,Beverages,Cereal,5.0,20.11,100.55,3.27,97.28,355,5,2025,Sunday,94.01
9022,MegaMart Westside,2025-06-09,Snacks & Candy,Apples,1.0,10.07,10.07,0.0,10.07,402,6,2025,Monday,10.07
3434,Corner Grocery,2024-07-18,Frozen Foods,Orange Juice,2.0,20.7,41.4,4.14,37.26,169,7,2024,Thursday,33.12
9824,City Fresh Store,2024-08-17,Canned Goods,Rice,4.0,16.99,67.96,10.19,57.77,89,8,2024,Saturday,47.580000000000005
6654,SuperSave Central,2024-04-21,Personal Care,Yogurt,3.0,22.26,66.78,0.0,66.78,320,4,2024,Sunday,66.78
9903,GreenGrocer Plaza,2024-05-25,Produce,Carrots,1.0,24.56,24.56,1.85,22.71,296,5,2024,Saturday,20.86
8460,FreshMart Downtown,2025-07-31,Personal Care,Pasta,5.0,26.92,134.6,0.0,134.6,276,7,2025,Thursday,134.6
6272,SuperSave Central,2025-06-12,Canned Goods,Tomatoes,2.0,26.84,53.68,10.74,42.94,301,6,2025,Thursday,32.199999999999996
4090,City Fresh Store,2025-01-29,Personal Care,Carrots,1.0,12.5,12.5,0.0,12.5,257,1,2025,Wednesday,12.5
4912,FamilyFood Express,2024-10-24,Household Items,Apples,5.0,5.06,25.3,4.79,20.51,81,10,2024,Thursday,15.720000000000002
7274,SuperSave Central,2024-02-04,Beverages,Orange Juice,1.0,7.34,7.34,2.06,5.28,249,2,2024,Sunday,3.22
7730,FamilyFood Express,2023-09-09,Produce,Yogurt,5.0,27.31,136.55,13.66,122.89,184,9,2023,Saturday,109.23
6213,City Fresh Store,2025-03-07,Produce,Milk,3.0,3.98,11.94,0.0,11.94,495,3,2025,Friday,11.94
8749,QuickStop Market,2025-02-04,Household Items,Onions,5.0,6.03,30.15,4.52,25.63,334,2,2025,Tuesday,21.11
7246,GreenGrocer Plaza,2024-06-01,Personal Care,Pasta,4.0,29.2,116.8,17.52,99.28,114,6,2024,Saturday,81.76
3492,MegaMart Westside,2024-08-25,Beverages,Potatoes,5.0,1.18,5.9,0.59,5.31,451,8,2024,Sunday,4.72
1606,SuperSave Central,2023-11-13,Bakery,Bread,5.0,19.65,98.25,19.65,78.6,108,11,2023,Monday,58.949999999999996
9229,SuperSave Central,2024-11-07,Canned Goods,Chicken Breast,2.0,13.01,26.02,2.6,23.42,169,11,2024,Thursday,20.82
6439,City Fresh Store,2025-06-12,Beverages,Yogurt,5.0,5.67,28.35,1.97,26.38,426,6,2025,Thursday,24.41
2644,SuperSave Central,2025-06-16,Household Items,Apples,2.0,19.25,38.5,1.67,36.83,20,6,2025,Monday,35.16
8213,SuperSave Central,2023-10-23,Personal Care,Tomatoes,5.0,29.1,145.5,0.0,145.5,326,10,2023,Monday,145.5
9617,QuickStop Market,2025-07-14,Dairy,Yogurt,4.0,18.58,74.32,14.86,59.46,241,7,2025,Monday,44.6
8486,FamilyFood Express,2023-08-18,Snacks & Candy,Eggs,5.0,24.78,123.9,24.78,99.12,93,8,2023,Friday,74.34
3361,MegaMart Westside,2024-06-20,Beverages,Bread,2.0,11.96,23.92,1.81,22.11,67,6,2024,Thursday,20.3
3529,ValuePlus Market,2023-10-04,Health & Wellness,Cheese,2.0,18.55,37.1,3.4,33.7,90,10,2023,Wednesday,30.300000000000004
8692,ValuePlus Market,2025-04-05,Personal Care,Chicken Breast,1.0,14.97,14.97,0.0,14.97,66,4,2025,Saturday,14.97
5342,Corner Grocery,2024-04-25,Personal Care,Cheese,3.0,26.36,79.08,15.82,63.26,357,4,2024,Thursday,47.44
7512,City Fresh Store,2024-12-23,Snacks & Candy,Orange Juice,5.0,24.32,121.6,12.16,109.44,464,12,2024,Monday,97.28
2315,SuperSave Central,2025-05-29,Frozen Foods,Potatoes,2.0,27.38,54.76,4.51,50.25,42,5,2025,Thursday,45.74
6383,Corner Grocery,2025-05-30,Frozen Foods,Yogurt,1.0,21.56,21.56,3.09,18.47,404,5,2025,Friday,15.379999999999999
9742,ValuePlus Market,2024-05-28,Produce,Tomatoes,2.0,20.94,41.88,6.28,35.6,161,5,2024,Tuesday,29.32
6188,GreenGrocer Plaza,2024-12-05,Meat & Seafood,Cheese,5.0,8.35,41.75,2.46,39.29,437,12,2024,Thursday,36.83
8994,QuickStop Market,2025-06-14,Health & Wellness,Tomatoes,2.0,12.97,25.94,5.19,20.75,401,6,2025,Saturday,15.559999999999999
9864,MegaMart Westside,2023-09-03,Personal Care,Onions,4.0,8.35,33.4,0.0,33.4,157,9,2023,Sunday,33.4
2121,Corner Grocery,2024-02-05,Meat & Seafood,Chicken Breast,2.0,13.94,27.88,1.86,26.02,358,2,2024,Monday,24.16
5708,Corner Grocery,2024-01-30,Canned Goods,Onions,5.0,21.2,106.0,21.2,84.8,361,1,2024,Tuesday,63.599999999999994
2480,Corner Grocery,2024-07-09,Health & Wellness,Bananas,1.0,24.86,24.86,1.26,23.6,241,7,2024,Tuesday,22.34
2612,FamilyFood Express,2025-03-19,Canned Goods,Bread,5.0,2.08,10.4,3.62,6.78,196,3,2025,Wednesday,3.16
2646,QuickStop Market,2024-07-16,Household Items,Milk,2.0,19.56,39.12,7.82,31.3,224,7,2024,Tuesday,23.48
3725,ValuePlus Market,2025-01-27,Frozen Foods,Yogurt,1.0,23.72,23.72,1.68,22.04,261,1,2025,Monday,20.36
5906,FreshMart Downtown,2025-07-08,Canned Goods,Ground Beef,1.0,29.28,29.28,2.93,26.35,44,7,2025,Tuesday,23.42
1474,MegaMart Westside,2023-09-11,Health & Wellness,Tomatoes,4.0,17.99,71.96,0.0,71.96,265,9,2023,Monday,71.96
6314,GreenGrocer Plaza,2025-04-16,Dairy,Onions,3.0,22.05,66.15,9.92,56.23,286,4,2025,Wednesday,46.309999999999995
1919,,2024-03-21,Bakery,Yogurt,4.0,27.95,111.8,16.77,95.03,294,3,2024,Thursday,78.26
6873,SuperSave Central,2024-05-24,Snacks & Candy,Carrots,1.0,17.19,17.19,2.58,14.61,257,5,2024,Friday,12.03
8056,GreenGrocer Plaza,2023-11-28,Personal Care,Pasta,5.0,24.57,122.85,0.0,122.85,294,11,2023,Tuesday,122.85
5000,City Fresh Store,2024-09-22,Snacks & Candy,Potatoes,2.0,22.96,45.92,0.0,45.92,492,9,2024,Sunday,45.92
7751,City Fresh Store,2024-10-19,Household Items,Bananas,4.0,4.36,17.44,0.0,17.44,34,10,2024,Saturday,17.44
3950,FamilyFood Express,2023-12-17,Health & Wellness,Ground Beef,3.0,12.95,38.85,0.0,38.85,180,12,2023,Sunday,38.85
3868,QuickStop Market,2023-10-07,Bakery,Rice,1.0,12.56,12.56,3.22,9.34,383,10,2023,Saturday,6.119999999999999
7267,SuperSave Central,2024-11-30,Beverages,Cereal,3.0,7.33,21.99,4.4,17.59,293,11,2024,Saturday,13.19
4945,FamilyFood Express,2024-08-27,Beverages,Yogurt,2.0,22.32,44.64,8.93,35.71,446,8,2024,Tuesday,26.78
3344,FamilyFood Express,2024-02-03,Bakery,Ground Beef,5.0,11.31,56.55,4.68,51.87,398,2,2024,Saturday,47.19
8555,City Fresh Store,2024-12-14,Household Items,Bananas,5.0,28.77,143.85,21.58,122.27,434,12,2024,Saturday,100.69
5161,MegaMart Westside,2024-07-28,Beverages,Pasta,4.0,6.29,25.16,2.52,22.64,391,7,2024,Sunday,20.12
5183,FamilyFood Express,2025-01-05,Household Items,Eggs,1.0,16.24,16.24,1.13,15.11,216,1,2025,Sunday,13.98
1153,MegaMart Westside,2025-07-05,Snacks & Candy,Apples,4.0,29.31,117.24,17.59,99.65,357,7,2025,Saturday,82.06
8622,FreshMart Downtown,2025-07-06,Produce,Yogurt,4.0,17.84,71.36,4.45,66.91,166,7,2025,Sunday,62.459999999999994
5712,SuperSave Central,2025-01-14,Personal Care,Pasta,2.0,8.8,17.6,2.64,14.96,490,1,2025,Tuesday,12.32
9955,SuperSave Central,2023-12-07,Beverages,Cheese,2.0,13.14,26.28,3.94,22.34,385,12,2023,Thursday,18.4
2210,Corner Grocery,2024-07-15,Frozen Foods,Salmon,2.0,17.56,35.12,3.88,31.24,294,7,2024,Monday,27.36
6661,FamilyFood Express,2024-11-05,Personal Care,Cheese,4.0,6.68,26.72,2.67,24.05,409,11,2024,Tuesday,21.380000000000003
5901,FreshMart Downtown,2024-12-15,Meat & Seafood,Cheese,4.0,4.89,19.56,1.96,17.6,457,12,2024,Sunday,15.64
7951,QuickStop Market,2025-01-24,Frozen Foods,Onions,5.0,2.37,11.85,1.86,9.99,50,1,2025,Friday,8.13
5097,QuickStop Market,2024-07-26,Beverages,Chicken Breast,4.0,22.58,90.32,13.55,76.77,133,7,2024,Friday,63.22
5949,ValuePlus Market,2024-01-08,Personal Care,Pasta,3.0,1.57,4.71,0.0,4.71,62,1,2024,Monday,4.71
7302,FamilyFood Express,2025-05-30,Household Items,Onions,2.0,29.39,58.78,8.82,49.96,145,5,2025,Friday,41.14
8916,ValuePlus Market,2023-10-28,Beverages,Salmon,1.0,12.04,12.04,0.0,12.04,146,10,2023,Saturday,12.04
4886,SuperSave Central,2024-05-29,Meat & Seafood,Cereal,4.0,19.3,77.2,1.32,75.88,292,5,2024,Wednesday,74.56
6881,MegaMart Westside,2024-10-26,Bakery,Cereal,3.0,19.93,59.79,3.58,56.21,363,10,2024,Saturday,52.63
5847,QuickStop Market,2025-01-31,Beverages,Orange Juice,5.0,16.1,80.5,16.1,64.4,230,1,2025,Friday,48.300000000000004
5837,SuperSave Central,2023-08-24,Produce,Eggs,2.0,20.19,40.38,8.08,32.3,481,8,2023,Thursday,24.22
7484,SuperSave Central,2024-03-07,Snacks & Candy,Chicken Breast,1.0,2.84,2.84,1.22,1.62,449,3,2024,Thursday,0.40000000000000013
1132,Corner Grocery,2024-10-19,Personal Care,Bread,1.0,8.6,8.6,0.0,8.6,79,10,2024,Saturday,8.6
1803,Corner Grocery,2025-07-14,Frozen Foods,Ground Beef,2.0,22.38,44.76,8.95,35.81,226,7,2025,Monday,26.860000000000003
9138,ValuePlus Market,2025-05-14,Meat & Seafood,Bananas,1.0,20.23,20.23,2.02,18.21,440,5,2025,Wednesday,16.19
5689,City Fresh Store,2025-03-31,Personal Care,Pasta,5.0,13.89,69.45,3.39,66.06,496,3,2025,Monday,62.67
4770,Corner Grocery,2024-11-20,Personal Care,Onions,3.0,27.35,82.05,2.77,79.28,246,11,2024,Wednesday,76.51
6772,MegaMart Westside,2024-01-24,Snacks & Candy,Pasta,2.0,9.79,19.58,2.94,16.64,0,1,2024,Wednesday,13.700000000000001
4115,QuickStop Market,2024-12-01,Beverages,Onions,1.0,20.94,20.94,3.14,17.8,251,12,2024,Sunday,14.66
5106,FreshMart Downtown,2025-01-14,Snacks & Candy,Rice,5.0,7.7,38.5,7.7,30.8,3,1,2025,Tuesday,23.1
3240,Corner Grocery,2024-12-06,Personal Care,Cheese,4.0,8.24,32.96,3.3,29.66,366,12,2024,Friday,26.36
2591,FamilyFood Express,2025-07-08,Frozen Foods,Bread,4.0,19.12,76.48,11.47,65.01,264,7,2025,Tuesday,53.540000000000006
1645,ValuePlus Market,2024-04-02,Frozen Foods,Cheese,2.0,25.74,51.48,7.72,43.76,93,4,2024,Tuesday,36.04
8222,GreenGrocer Plaza,2023-09-01,Health & Wellness,Salmon,5.0,14.12,70.6,14.12,56.48,358,9,2023,Friday,42.36
6977,MegaMart Westside,2025-02-25,Produce,Eggs,1.0,29.11,29.11,2.13,26.98,11,2,2025,Tuesday,24.85
3153,SuperSave Central,2023-10-16,Beverages,Bananas,2.0,3.61,7.22,1.44,5.78,7,10,2023,Monday,4.34
5835,MegaMart Westside,2024-04-16,Snacks & Candy,Rice,4.0,29.93,119.72,17.96,101.76,237,4,2024,Tuesday,83.80000000000001
7807,GreenGrocer Plaza,2023-12-21,Meat & Seafood,Milk,3.0,23.48,70.44,14.09,56.35,36,12,2023,Thursday,42.260000000000005
4289,FamilyFood Express,2023-11-17,Frozen Foods,Tomatoes,1.0,4.53,4.53,0.45,4.08,393,11,2023,Friday,3.63
9837,City Fresh Store,2025-06-17,Bakery,Milk,2.0,14.35,28.7,3.66,25.04,394,6,2025,Tuesday,21.38
6994,FamilyFood Express,2024-09-22,Beverages,Tomatoes,3.0,28.14,84.42,0.0,84.42,81,9,2024,Sunday,84.42
9221,ValuePlus Market,2025-07-16,Personal Care,Chicken Breast,3.0,14.95,44.85,6.73,38.12,152,7,2025,Wednesday,31.389999999999997
5465,FreshMart Downtown,2025-05-13,Health & Wellness,Yogurt,1.0,7.83,7.83,1.67,6.16,222,5,2025,Tuesday,4.49
3695,QuickStop Market,2024-02-22,Household Items,Chicken Breast,4.0,23.88,95.52,4.13,91.39,4,2,2024,Thursday,87.26
8894,City Fresh Store,2025-04-24,Household Items,Eggs,3.0,23.34,70.02,7.0,63.02,127,4,2025,Thursday,56.02
5835,,2025-03-08,Health & Wellness,Cereal,1.0,2.72,2.72,0.0,2.72,330,3,2025,Saturday,2.72
6549,ValuePlus Market,2025-04-22,Dairy,Eggs,4.0,7.74,30.96,3.1,27.86,285,4,2025,Tuesday,24.759999999999998
2886,FamilyFood Express,2024-08-04,Produce,Tomatoes,3.0,22.0,66.0,6.6,59.4,128,8,2024,Sunday,52.8
2233,City Fresh Store,2023-11-24,Personal Care,Rice,5.0,21.2,106.0,2.39,103.61,97,11,2023,Friday,101.22
4696,City Fresh Store,2025-06-05,Frozen Foods,Onions,2.0,2.99,5.98,0.9,5.08,79,6,2025,Thursday,4.18
7511,QuickStop Market,2025-05-24,Personal Care,Orange Juice,4.0,1.01,4.04,0.0,4.04,326,5,2025,Saturday,4.04
6992,SuperSave Central,2023-10-16,Produce,Orange Juice,5.0,7.91,39.55,0.0,39.55,369,10,2023,Monday,39.55
7464,ValuePlus Market,2023-08-17,Snacks & Candy,Yogurt,5.0,20.8,104.0,2.13,101.87,392,8,2023,Thursday,99.74000000000001
3024,SuperSave Central,2024-07-25,Meat & Seafood,Milk,2.0,4.09,8.18,3.28,4.9,98,7,2024,Thursday,1.6200000000000006
7038,Corner Grocery,2025-01-10,Health & Wellness,Potatoes,5.0,19.09,95.45,2.47,92.98,302,1,2025,Friday,90.51
5295,GreenGrocer Plaza,2024-11-03,Produce,Yogurt,4.0,27.91,111.64,11.16,100.48,426,11,2024,Sunday,89.32000000000001
7242,FreshMart Downtown,2025-05-06,Canned Goods,Onions,4.0,24.83,99.32,2.06,97.26,406,5,2025,Tuesday,95.2
7086,FreshMart Downtown,2023-10-30,Dairy,Rice,1.0,28.38,28.38,3.9,24.48,491,10,2023,Monday,20.580000000000002
4830,ValuePlus Market,2024-08-07,Snacks & Candy,Yogurt,2.0,16.25,32.5,4.0,28.5,127,8,2024,Wednesday,24.5
1410,Corner Grocery,2024-11-30,Dairy,Orange Juice,4.0,21.36,85.44,17.09,68.35,218,11,2024,Saturday,51.25999999999999
6374,SuperSave Central,2025-07-17,Personal Care,Tomatoes,5.0,10.78,53.9,8.08,45.82,80,7,2025,Thursday,37.74
4626,MegaMart Westside,2024-12-22,Personal Care,Cereal,3.0,12.95,38.85,0.0,38.85,324,12,2024,Sunday,38.85
2035,MegaMart Westside,2024-12-12,Household Items,Ground Beef,5.0,16.81,84.05,12.61,71.44,192,12,2024,Thursday,58.83
8606,City Fresh Store,2025-07-13,Beverages,Tomatoes,1.0,22.05,22.05,1.54,20.51,145,7,2025,Sunday,18.970000000000002
5951,QuickStop Market,2024-12-23,Produce,Rice,2.0,7.22,14.44,0.0,14.44,161,12,2024,Monday,14.44
7689,QuickStop Market,2023-11-05,Personal Care,Carrots,5.0,17.54,87.7,1.15,86.55,292,11,2023,Sunday,85.39999999999999
3290,MegaMart Westside,2023-09-11,Meat & Seafood,Eggs,3.0,11.64,34.92,6.98,27.94,298,9,2023,Monday,20.96
1609,QuickStop Market,2024-03-30,Frozen Foods,Bread,5.0,12.58,62.9,0.0,62.9,469,3,2024,Saturday,62.9
9071,GreenGrocer Plaza,2023-11-05,Canned Goods,Potatoes,2.0,15.15,30.3,3.57,26.73,460,11,2023,Sunday,23.16
2592,FreshMart Downtown,2024-02-05,Household Items,Tomatoes,1.0,23.61,23.61,3.54,20.07,471,2,2024,Monday,16.53
9807,Corner Grocery,2023-11-20,Snacks & Candy,Chicken Breast,2.0,22.67,45.34,0.0,45.34,434,11,2023,Monday,45.34
7367,Corner Grocery,2024-07-24,Produce,Rice,5.0,2.18,10.9,1.64,9.26,276,7,2024,Wednesday,7.62
7078,ValuePlus Market,2025-01-08,Bakery,Eggs,1.0,20.53,20.53,3.3,17.23,201,1,2025,Wednesday,13.93
9850,GreenGrocer Plaza,2024-06-27,Bakery,Cheese,3.0,23.79,71.37,10.71,60.66,75,6,2024,Thursday,49.949999999999996
3531,GreenGrocer Plaza,2025-06-24,Beverages,Milk,5.0,12.57,62.85,2.74,60.11,43,6,2025,Tuesday,57.37
7797,SuperSave Central,2024-12-27,Meat & Seafood,Potatoes,5.0,6.74,33.7,3.46,30.24,202,12,2024,Friday,26.779999999999998
